"","X","Species","subspecies","Mig_Sed","HowAssignedMig_Sed","Specimen..","Mass","Measurer","Collection","Collection.Year","Collection.Month","Collection.Day","Country","State.province","County.District","Locality","Elevation","Latitude","Longitude","BL.Average","BW.Average","BD.Average","Tarsus.Average","Kipp.s.Distance","WC.Average","Tail","Age","Sex","Kipp.s.Index","tip.label"
"1853",1890,"Tyrannus_melancholicus","melancholicus","partial","location","304024",NA,"MM","The Field Museum","1897",1,"","Argentina","Buenos Aires","","La Plata","",-34.92,-57.954,17.305,10.545,8.115,17.77,27.51,108.575,NA,"Adult","Male",25.3373244301174,"Tyrannus_melancholicus_melancholicus"
"1854",1891,"Tyrannus_melancholicus","melancholicus","partial","location","304025",NA,"MM","The Field Museum","1896",10,"","Argentina","Buenos Aires","","La Plata","",-34.92,-57.954,18.375,10.085,7.81,18.7,33.1,117.885,95,"Adult","Female",28.0782118166009,"Tyrannus_melancholicus_melancholicus"
"1856",1893,"Tyrannus_couchii","","partial","taxonomy","304027",NA,"MM","The Field Museum","",NA,"","Mexico","Tamaulipas","","Tampico","",22.23114,-97.8564,17.355,10.51,7.43,20.54,NA,NA,NA,"Adult","Male",NA,"Tyrannus_couchii"
"1857",1894,"Tyrannus_vociferans","vociferans","partial","taxonomy","304028",NA,"MM","The Field Museum","1882",5,"7","United States of America","Arizona","Pinal","Riverside","",33.10534,-110.95789,16.2,8.675,7.185,20.04,NA,NA,NA,"Adult","Male",NA,"Tyrannus_vociferans_vociferans"
"1858",1895,"Tyrannus_vociferans","vociferans","partial","taxonomy","304029",NA,"MM","The Field Museum","1882",4,"30","United States of America","Arizona","Pinal","Riverside","",33.10534,-110.95789,15.185,8.455,6.96,19.325,36.24,28.39,NA,"Adult","Male",127.65058119056,"Tyrannus_vociferans_vociferans"
"1859",1896,"Tyrannus_vociferans","vociferans","partial","taxonomy","304030",NA,"MM","The Field Museum","1882",5,"1","United States of America","Arizona","Pinal","Riverside","",33.10534,-110.95789,14.33,8.125,6.8,19.415,35.475,125.965,NA,"Adult","Female",28.1625848449966,"Tyrannus_vociferans_vociferans"
"1860",1897,"Tyrannus_vociferans","vociferans","partial","taxonomy","304031",NA,"MM","The Field Museum","1882",5,"5","United States of America","Arizona","Pinal","Riverside","",33.10534,-110.95789,15.435,8.425,7.34,19.02,NA,NA,NA,"Adult","Male",NA,"Tyrannus_vociferans_vociferans"
"1861",1898,"Tyrannus_vociferans","vociferans","partial","taxonomy","304032",NA,"MM","The Field Museum","1882",8,"14","United States of America","Arizona","Pinal","Mineral Creek","",33.179781,-110.992722,16.86,9.225,7.595,19.815,NA,NA,NA,"Adult","Male",NA,"Tyrannus_vociferans_vociferans"
"1862",1899,"Tyrannus_vociferans","vociferans","partial","taxonomy","304033",NA,"MM","The Field Museum","1873",9,"21","United States of America","Arizona","Graham","Mount Turnbull","",33.073948,-110.260924,15.35,NA,NA,19.49,39.28,129.815,89.77,"Adult","Female",30.2584447097793,"Tyrannus_vociferans_vociferans"
"1864",1901,"Tyrannus_savana","savana","migratory","taxonomy","304056",NA,"MM","The Field Museum","",NA,"","United States of America","Pennsylvania","Montgomery County","near Fox Chase","",40.082472,-75.082669,12.02,7.085,5.52,19.57,NA,NA,NA,"Adult","Female",NA,"Tyrannus_savana_savana"
"1865",1902,"Tyrannus_savana","savana","migratory","taxonomy","304057",NA,"MM","The Field Museum","1896",9,"","Argentina","Buenos Aires","","La Plata","",-34.92,-57.954,10.955,7.225,5.95,17.87,34.8,105.67,190.991,"Adult","Female",32.9327150563074,"Tyrannus_savana_savana"
"1866",1903,"Tyrannus_savana","savana","migratory","taxonomy","304058",NA,"MM","The Field Museum","1896",9,"","Argentina","Buenos Aires","","La Plata","",-34.92,-57.954,11.465,7.315,4.935,17.43,35.945,104.47,178.235,"Adult","Female",34.4070067962094,"Tyrannus_savana_savana"
"1867",1904,"Tyrannus_savana","savana","migratory","taxonomy","304059",NA,"MM","The Field Museum","1896",9,"","Argentina","Buenos Aires","","La Plata","",-34.92,-57.954,11.05,6.55,5.465,18.325,41.775,112.015,254.74,"Adult","Male",37.2941123956613,"Tyrannus_savana_savana"
"1868",1905,"Tyrannus_savana","savana","migratory","taxonomy","304060",NA,"MM","The Field Museum","1896",9,"","Argentina","Buenos Aires","","La Plata","",-34.92,-57.954,11.485,6.765,4.895,17.785,37.775,107.615,230.724,"Adult","Female",35.1019839241741,"Tyrannus_savana_savana"
"1869",1906,"Tyrannus_savana","savana","migratory","taxonomy","304061",NA,"MM","The Field Museum","1896",9,"","Argentina","Buenos Aires","","La Plata","",-34.92,-57.954,11.57,6.6,5.35,17.91,38.17,110.9,NA,"Adult","Male",34.4183949504058,"Tyrannus_savana_savana"
"1870",1907,"Tyrannus_savana","savana","migratory","taxonomy","304062",NA,"MM","The Field Museum","1867",12,"","Argentina","Buenos Aires","","Conchitas","",-34.79,-58.1821,11.785,7.145,5.895,18.45,31.565,101.26,189.027,"Adult","Female",31.1722299032194,"Tyrannus_savana_savana"
"1871",1908,"Tyrannus_dominicensis","vorax","sedentary","taxonomy","304081",NA,"MM","The Field Museum","1881",2,"17","","","","Canada Garden","",48.56358,-123.471,22.39,13.335,9.475,19.26,34.52,117.83,NA,"Adult","Male",29.2964440295341,"Tyrannus_dominicensis_vorax"
"1872",1909,"Tyrannus_caudifasciatus","caudifasciatus","sedentary","taxonomy","310065",NA,"MM","Smithsonian tiol Museum of tural History","1930",11,"21","Cuba","","","Santiago","",22.58333,-81.1333,19.35,9.305,7.385,22.78,23.99,104.36,85.48,"Adult","Male",22.9877347642775,"Tyrannus_caudifasciatus_caudifasciatus"
"1873",1910,"Tyrannus_melancholicus","melancholicus","partial","location, date of collection","311144",47,"MM","The Field Museum","1981",10,"11","Peru","Cuzco","","San Pedro","1400m",-8.15222,-79.0367,16.13,9.555,7.605,18.82,27.7,115.58,NA,"Adult","Male",23.9660840975947,"Tyrannus_melancholicus_melancholicus"
"1875",1912,"Tyrannus_cubensis","","sedentary","taxonomy","316250",NA,"MM","Smithsonian tiol Museum of tural History","1930",3,"8","Cuba","","","Cayo Grande De Moa, Fabrico River Mainland","",20.69278,-74.9095,26.38,14.38,11.63,24.505,NA,NA,NA,"Adult","Female",NA,"Tyrannus_cubensis"
"1876",1913,"Tyrannus_caudifasciatus","caudifasciatus","sedentary","taxonomy","316252",NA,"MM","Smithsonian tiol Museum of tural History","1930",2,"21","Cuba","","","Port Gibara, 4 mi E","",21.08845,-76.1246,19.23,9.095,NA,22.745,21.37,97.99,76.54,"Adult","Female",21.8083477905909,"Tyrannus_caudifasciatus_caudifasciatus"
"1877",1914,"Tyrannus_caudifasciatus","caudifasciatus","sedentary","taxonomy","316253",NA,"MM","Smithsonian tiol Museum of tural History","1930",2,"21","Cuba","","","Port Gibara, 4 mi E","",21.08845,-76.1246,20.355,8.985,NA,22.975,22.575,102.79,86.53,"Adult","Male",21.9622531374647,"Tyrannus_caudifasciatus_caudifasciatus"
"1878",1915,"Tyrannus_caudifasciatus","caudifasciatus","sedentary","taxonomy","316254",NA,"MM","Smithsonian tiol Museum of tural History","1930",3,"2","Cuba","Holguin","","Port Tamo, 0.25 mi S of Boca De Tamo","",22.56303,-79.8667,19.875,NA,NA,23.525,22.475,104.525,80.66,"Adult","Male",21.5020330064578,"Tyrannus_caudifasciatus_caudifasciatus"
"1879",1916,"Tyrannus_caudifasciatus","caymanensis","sedentary","taxonomy","316763",NA,"MM","Smithsonian tiol Museum of tural History","1929",4,"17","Cayman Islands","Grand Cayman","","","",19.32644,-81.2654,22.845,9.39,7.77,22.01,21.47,104.11,90.86,"Adult","Male",20.6224185957161,"Tyrannus_caudifasciatus_caymanensis"
"1880",1917,"Tyrannus_caudifasciatus","caymanensis","sedentary","taxonomy","316764",NA,"MM","Smithsonian tiol Museum of tural History","1929",4,"17","Cayman Islands","Grand Cayman","","","",19.32644,-81.2654,21.58,NA,NA,21.765,22.21,102.595,86.16,"Adult","Male",21.6482284711731,"Tyrannus_caudifasciatus_caymanensis"
"1881",1918,"Tyrannus_caudifasciatus","caymanensis","sedentary","taxonomy","316765",NA,"MM","Smithsonian tiol Museum of tural History","1929",4,"17","Cayman Islands","Grand Cayman","","","",19.32644,-81.2654,22.12,9.345,7.33,22.755,22.53,104.75,87.06,"Adult","Male",21.508353221957,"Tyrannus_caudifasciatus_caymanensis"
"1882",1919,"Tyrannus_caudifasciatus","caymanensis","sedentary","taxonomy","316766",NA,"MM","Smithsonian tiol Museum of tural History","1929",4,"17","Cayman Islands","Grand Cayman","","","",19.32644,-81.2654,20.61,9.465,7.88,22.965,20.63,101.38,88.43,"Adult","Female",20.3491812980864,"Tyrannus_caudifasciatus_caymanensis"
"1883",1920,"Tyrannus_caudifasciatus","caymanensis","sedentary","taxonomy","316767",NA,"MM","Smithsonian tiol Museum of tural History","1929",4,"17","Cayman Islands","Grand Cayman","","","",19.32644,-81.2654,22.63,9.545,7.5,22.875,24.355,108.665,94.33,"Adult","Male",22.4129204435651,"Tyrannus_caudifasciatus_caymanensis"
"1884",1921,"Tyrannus_caudifasciatus","gabbii","sedentary","taxonomy","317270",NA,"MM","Smithsonian tiol Museum of tural History","1930",4,"8","Haiti","","","Baraderes Penn","",19.10385,-71.2966,NA,9.31,7.44,21.47,23.12,102,77.43,"Adult","Female",22.6666666666667,"Tyrannus_caudifasciatus_gabbii"
"1885",1922,"Tyrannus_melancholicus","melancholicus","partial","location, date of collection","323379",43.9,"MM","The Field Museum","1985",7,"26","Peru","Madre de Dios","","Hacienda Amazonia","",-12.9036,-75.8814,18.19,10.29,7.435,17.635,31.205,115.95,100.82,"Adult","Male",26.9124622682191,"Tyrannus_melancholicus_melancholicus"
"1886",1923,"Tyrannus_melancholicus","melancholicus","partial","location, date of collection","323380",49.8,"MM","The Field Museum","1985",11,"2","Peru","Madre de Dios","","Hacienda Amazonia","500m",-12.9036,-75.8814,17.78,9.37,7.445,18.82,32.165,118.38,NA,"Adult","Male",27.1709748268289,"Tyrannus_melancholicus_melancholicus"
"1887",1924,"Tyrannus_caudifasciatus","taylori","sedentary","taxonomy","323582",NA,"MM","Smithsonian tiol Museum of tural History","1930",9,"26","Cuba","Isle Of Pines","","","",18.22433,-66.2718,17.955,8.81,7.15,22.46,NA,NA,NA,"Adult","Male",NA,"Tyrannus_caudifasciatus_taylori"
"1888",1925,"Tyrannus_caudifasciatus","taylori","sedentary","taxonomy","323583",NA,"MM","Smithsonian tiol Museum of tural History","1930",9,"26","Cuba","Isle Of Pines","","","",18.22433,-66.2718,18.91,8.835,7.485,23.81,25.94,107.27,88.39,"Adult","Male",24.1819707280694,"Tyrannus_caudifasciatus_taylori"
"1889",1926,"Tyrannus_caudifasciatus","taylori","sedentary","taxonomy","323584",NA,"MM","Smithsonian tiol Museum of tural History","1930",9,"26","Cuba","Isle Of Pines","","","",18.22433,-66.2718,18.95,9.1,NA,23.355,NA,NA,NA,"Adult","Female",NA,"Tyrannus_caudifasciatus_taylori"
"1890",1927,"Tyrannus_caudifasciatus","taylori","sedentary","taxonomy","323585",NA,"MM","Smithsonian tiol Museum of tural History","1930",9,"26","Cuba","Isle Of Pines","","","",18.22433,-66.2718,19.165,9.16,7.675,22.585,NA,NA,NA,"Adult","Male",NA,"Tyrannus_caudifasciatus_taylori"
"1891",1928,"Tyrannus_caudifasciatus","caudifasciatus","sedentary","taxonomy","323586",NA,"MM","Smithsonian tiol Museum of tural History","1930",9,"5","Cuba","Camaguey","","Loma Cay","",20.02083,-75.7994,22.91,9.825,8.025,22.625,NA,NA,NA,"Adult","Female",NA,"Tyrannus_caudifasciatus_caudifasciatus"
"1893",1930,"Tyrannus_caudifasciatus","caudifasciatus","sedentary","taxonomy","323588",NA,"MM","Smithsonian tiol Museum of tural History","1930",9,"6","Cuba","Camaguey","","Playa Blanca","",21.0852,-76.0043,21.275,9.54,NA,23.065,NA,NA,NA,"Adult","Male",NA,"Tyrannus_caudifasciatus_caudifasciatus"
"1894",1931,"Tyrannus_caudifasciatus","caudifasciatus","sedentary","taxonomy","323589",NA,"MM","Smithsonian tiol Museum of tural History","1930",9,"6","Cuba","Camaguey","","12 Leguas, Cabezas Del Este","",22.47341,-83.8658,20.75,9.155,7.245,23.47,NA,NA,NA,"Adult","Male",NA,"Tyrannus_caudifasciatus_caudifasciatus"
"1895",1932,"Tyrannus_caudifasciatus","caudifasciatus","sedentary","taxonomy","323590",NA,"MM","Smithsonian tiol Museum of tural History","1930",9,"7","Cuba","Camaguey","","12 Leguas","",22,-78.55,21.375,9.67,7.015,23.89,NA,103.685,NA,"Adult","Male",NA,"Tyrannus_caudifasciatus_caudifasciatus"
"1896",1933,"Tyrannus_caudifasciatus","caudifasciatus","sedentary","taxonomy","323591",NA,"MM","Smithsonian tiol Museum of tural History","1930",9,"9","Cuba","Camaguey","","12 Leguas, Cayo Grande","",20.71667,-75.5,20.07,9.08,7.275,23.015,NA,NA,NA,"Adult","Male",NA,"Tyrannus_caudifasciatus_caudifasciatus"
"1897",1934,"Tyrannus_caudifasciatus","caudifasciatus","sedentary","taxonomy","323592",NA,"MM","Smithsonian tiol Museum of tural History","1930",9,"4","Cuba","Oriente","","Savilla Cay, Between Savilla and Ramo Cay","",23.03435,-81.3814,19.31,9.4,7.705,22.325,NA,NA,NA,"Adult","Female",NA,"Tyrannus_caudifasciatus_caudifasciatus"
"1898",1935,"Tyrannus_caudifasciatus","caymanensis","sedentary","taxonomy","323593",NA,"MM","Smithsonian tiol Museum of tural History","1930",9,"15","Cayman Islands","Grand Cayman","","","",19.32644,-81.2654,21.37,9.745,7.305,23.705,23.69,103.62,91.91,"Adult","Male",22.8623817795792,"Tyrannus_caudifasciatus_caymanensis"
"1899",1936,"Tyrannus_caudifasciatus","caymanensis","sedentary","taxonomy","323594",NA,"MM","Smithsonian tiol Museum of tural History","1930",9,"15","Cayman Islands","Grand Cayman","","","",19.32644,-81.2654,22.115,9.675,7.68,22.565,NA,NA,NA,"Adult","Male",NA,"Tyrannus_caudifasciatus_caymanensis"
"1900",1937,"Tyrannus_caudifasciatus","caymanensis","sedentary","taxonomy","323595",NA,"MM","Smithsonian tiol Museum of tural History","1930",9,"15","Cayman Islands","Grand Cayman","","","",19.32644,-81.2654,22.65,9.76,7.42,22.45,NA,NA,NA,"Adult","Male",NA,"Tyrannus_caudifasciatus_caymanensis"
"1901",1938,"Tyrannus_caudifasciatus","caymanensis","sedentary","taxonomy","323596",NA,"MM","Smithsonian tiol Museum of tural History","1930",9,"11","Cayman Islands","","","Cayman Brac","",19.7187,-79.8084,19.575,9.18,7.085,23.66,NA,NA,NA,"Adult","Male",NA,"Tyrannus_caudifasciatus_caymanensis"
"1902",1939,"Tyrannus_caudifasciatus","caudifasciatus","sedentary","taxonomy","323597",NA,"MM","Smithsonian tiol Museum of tural History","1930",8,"16","Cuba","Guantamo","","Guantamo, Cuzco Valley","",22.70306,-81.5517,20.06,8.83,7.275,21.5,NA,NA,NA,"Adult","Male",NA,"Tyrannus_caudifasciatus_caudifasciatus"
"1903",1940,"Tyrannus_caudifasciatus","caudifasciatus","sedentary","taxonomy","323598",NA,"MM","Smithsonian tiol Museum of tural History","1930",8,"16","Cuba","Guantamo","","Guantamo, Cuzco Valley","",22.70306,-81.5517,20.71,8.99,7.72,23.14,NA,NA,NA,"Adult","Male",NA,"Tyrannus_caudifasciatus_caudifasciatus"
"1905",1942,"Tyrannus_caudifasciatus","caudifasciatus","sedentary","taxonomy","323600",NA,"MM","Smithsonian tiol Museum of tural History","1930",8,"30","Cuba","Oriente","","","",20.30816,-76.083,19.22,9.02,NA,22.245,NA,NA,NA,"Adult","Male",NA,"Tyrannus_caudifasciatus_caudifasciatus"
"1908",1945,"Tyrannus_savana","monachus CA","sedentary","taxonomy","326018",NA,"MM","The Field Museum","1966",5,"13","Panama","Canal Zone","","4 mi E Tocumon Airport","",9.073476,-79.3249,10.83,6.33,4.79,16.87,NA,NA,NA,"Adult","Male",NA,"Tyrannus_savana_monachus_CA"
"1910",1947,"Tyrannus_caudifasciatus","gabbii","sedentary","taxonomy","327733",NA,"MM","Smithsonian tiol Museum of tural History","1931",4,"8","Haiti","","","Deron","2100",19.10385,-71.2966,18.34,8.875,6.325,20.505,22.125,101.305,78.5,"Adult","Male",21.8399881545827,"Tyrannus_caudifasciatus_gabbii"
"1911",1948,"Tyrannus_caudifasciatus","gabbii","sedentary","taxonomy","327734",NA,"MM","Smithsonian tiol Museum of tural History","1931",4,"8","Haiti","","","Deron","2100",19.10385,-71.2966,18.525,8.2,NA,21.025,23.75,99.275,79.9,"Adult","Female",23.9234449760766,"Tyrannus_caudifasciatus_gabbii"
"1912",1949,"Tyrannus_caudifasciatus","gabbii","sedentary","taxonomy","327735",NA,"MM","Smithsonian tiol Museum of tural History","1931",4,"24","Haiti","","","Deron","",19.10385,-71.2966,17.74,8.855,6.805,20.885,NA,NA,NA,"Adult","Female",NA,"Tyrannus_caudifasciatus_gabbii"
"1913",1950,"Tyrannus_dominicensis","dominicensis","migratory","taxonomy","331086",49,"MM","The Field Museum","1987",5,"15","Jamaica","Cornwall","","Trelawny, Good Hope","200m",18.42934,-77.692,22.34,11.65,9.065,20.01,34.14,114.105,89.55,"Adult","Female",29.9198107006704,"Tyrannus_dominicensis_dominicensis"
"1914",1951,"Tyrannus_vociferans","vociferans","partial","taxonomy","334342",46.4,"MM","The Field Museum","1987",4,"27","United States of America","Arizona","Yavapai","8 mi ESE of Drake","1341m",34.936997,-112.246015,15.915,9.025,7.265,21.03,NA,NA,NA,"Adult","Male",NA,"Tyrannus_vociferans_vociferans"
"1915",1952,"Tyrannus_albogularis","","migratory","taxonomy","335276",40,"MM","The Field Museum","1985",11,"3","Bolivia","Santa Cruz","Nuflo de Chavez","Estancia las Madres, 8 km N Concepcion","500m",-16.05,-62,15.94,8.965,6.595,17.21,29.315,107.415,93.87,"Adult","Male",27.2913466461854,"Tyrannus_albogularis"
"1916",1953,"Tyrannus_albogularis","","migratory","taxonomy","335277",40,"MM","The Field Museum","1985",11,"8","Bolivia","Santa Cruz","Nuflo de Chavez","Estancia las Madres, 8 km N Concepcion","500m",-16.05,-62,15.38,8.875,6.575,17.89,30.14,107.97,95.34,"Adult","Male",27.9151616189682,"Tyrannus_albogularis"
"1918",1955,"Tyrannus_savana","savana","migratory","taxonomy","335290",33,"MM","The Field Museum","1985",9,"15","Bolivia","Santa Cruz","Nuflo de Chavez","Concepcion","500m",-16.133333,-21.033333,11.94,6.89,5.325,18.915,35.68,110.505,250.947,"Adult","Male",32.288131758744,"Tyrannus_savana_savana"
"1919",1956,"Tyrannus_niveigularis","","partial","taxonomy","335410",NA,"MM","Smithsonian tiol Museum of tural History","1934",8,"","Ecuador","","","Santo Domingo","",0.066667,-78.1167,14.655,8.61,5.72,18.145,NA,NA,76.14,"Adult","Male",NA,"Tyrannus_niveigularis"
"1921",1958,"Tyrannus_dominicensis","dominicensis","migratory","taxonomy","352085",51.8,"MM","The Field Museum","1967",5,"1","United States of America","Florida","Pinellas","Tierra Verde","",27.68322,-82.712387,21.505,11.595,9.035,19.78,34.105,113.405,83.27,"Adult","Female",30.0736299104978,"Tyrannus_dominicensis_dominicensis"
"1923",1960,"Tyrannus_dominicensis","dominicensis","migratory","taxonomy","352087",NA,"MM","The Field Museum","1964",4,"21","United States of America","Florida","Pinellas","Safety Harbour 1.5 miles South Alligator Lake","",27.994118,-82.696697,21.455,11.395,9,18.915,33.12,114.24,88.79,"Adult","Female",28.9915966386555,"Tyrannus_dominicensis_dominicensis"
"1925",1962,"Tyrannus_caudifasciatus","jamaicensis","sedentary","taxonomy","354916",NA,"MM","Smithsonian tiol Museum of tural History","1926",7,"24","Jamaica","","","Lumsden","",18.19824,-77.3556,20.95,8.86,7.705,21.99,NA,NA,NA,"Adult","Male",NA,"Tyrannus_caudifasciatus_jamaicensis"
"1928",1965,"Tyrannus_caudifasciatus","gabbii","sedentary","taxonomy","354919",NA,"MM","Smithsonian tiol Museum of tural History","1927",7,"23","Haiti","","","Hills Between Miragoane and Aquin","",19.10385,-71.2966,19.05,9.095,7.59,19.735,NA,NA,NA,"Adult","Female",NA,"Tyrannus_caudifasciatus_gabbii"
"1930",1967,"Tyrannus_caudifasciatus","taylori","sedentary","taxonomy","354921",NA,"MM","Smithsonian tiol Museum of tural History","1935",4,"24","Puerto Rico","","","Mayaguez","",18.22433,-66.2718,21.55,9.77,8.305,23.905,26.12,114.18,91.42,"Adult","Male",22.8761604484148,"Tyrannus_caudifasciatus_taylori"
"1931",1968,"Tyrannus_caudifasciatus","taylori","sedentary","taxonomy","354922",NA,"MM","Smithsonian tiol Museum of tural History","1927",1,"17","Puerto Rico","","","Mayaguez","",18.22433,-66.2718,20.29,9.625,NA,22.61,25.175,113.265,91.69,"Adult","Male",22.2266366485675,"Tyrannus_caudifasciatus_taylori"
"1932",1969,"Tyrannus_caudifasciatus","taylori","sedentary","taxonomy","354923",NA,"MM","Smithsonian tiol Museum of tural History","1935",6,"28","Puerto Rico","","","Mayaguez","",18.22433,-66.2718,20.415,9.66,7.835,24.155,27.335,113.355,91.41,"Adult","Male",24.1145075206211,"Tyrannus_caudifasciatus_taylori"
"1934",1971,"Tyrannus_caudifasciatus","taylori","sedentary","taxonomy","354925",NA,"MM","Smithsonian tiol Museum of tural History","1933",5,"6","Puerto Rico","San Sebastian","","San Sebastian","",18.22433,-66.2718,20.62,10.14,NA,23.09,25.345,112.855,90.81,"Adult","Male",22.4580213548359,"Tyrannus_caudifasciatus_taylori"
"1936",1973,"Tyrannus_caudifasciatus","taylori","sedentary","taxonomy","354927",NA,"MM","Smithsonian tiol Museum of tural History","1926",10,"23","Puerto Rico","","","Mayaguez, 11 km S","",18.22433,-66.2718,19.455,10.395,NA,22.25,NA,NA,93.05,"Adult","Female",NA,"Tyrannus_caudifasciatus_taylori"
"1937",1974,"Tyrannus_caudifasciatus","taylori","sedentary","taxonomy","354928",NA,"MM","Smithsonian tiol Museum of tural History","1934",12,"1","Puerto Rico","","","Adjuntas","",18.22433,-66.2718,20.825,9.955,7.69,23.375,25.205,115.475,95.06,"Adult","Male",21.827235332323,"Tyrannus_caudifasciatus_taylori"
"1938",1975,"Tyrannus_caudifasciatus","taylori","sedentary","taxonomy","354929",52.2,"MM","Smithsonian tiol Museum of tural History","1935",12,"27","Puerto Rico","Vieques","","Vieques Island, Puerto Diablo","",18.22433,-66.2718,20.09,9.56,7.745,23.87,24.125,115.705,96.17,"Adult","Male",20.8504386154444,"Tyrannus_caudifasciatus_taylori"
"1939",1976,"Tyrannus_caudifasciatus","taylori","sedentary","taxonomy","354930",53.7,"MM","Smithsonian tiol Museum of tural History","1935",12,"26","Puerto Rico","Vieques","","Campa, Vieques Island","",18.22433,-66.2718,21.14,10.04,8.11,23.945,25.32,114.895,94.8,"Adult","Female",22.0375125114235,"Tyrannus_caudifasciatus_taylori"
"1940",1977,"Tyrannus_caudifasciatus","taylori","sedentary","taxonomy","354931",52.99,"MM","Smithsonian tiol Museum of tural History","1935",12,"27","Puerto Rico","Vieques","","Vieques Island, Puerto Diablo","",18.22433,-66.2718,20.47,9.64,8.065,23.165,26.95,118.16,97.89,"Adult","Male",22.8080568720379,"Tyrannus_caudifasciatus_taylori"
"1941",1978,"Tyrannus_caudifasciatus","taylori","sedentary","taxonomy","354932",NA,"MM","Smithsonian tiol Museum of tural History","1926",11,"1","Puerto Rico","","","Mayaguez","",18.22433,-66.2718,20.98,10.61,NA,24.22,25.03,113.7,93.21,"Adult","Male",22.014072119613,"Tyrannus_caudifasciatus_taylori"
"1942",1979,"Tyrannus_savana","monachus CA","sedentary","taxonomy","356917",NA,"MM","Smithsonian tiol Museum of tural History","11-Apr-39",NA,"","Mexico","Veracruz-Llave","","","",19.26016,-96.5783,11.75,6.775,5.785,18.065,NA,NA,NA,"Adult","Male",NA,"Tyrannus_savana_monachus_CA"
"1943",1980,"Tyrannus_savana","monachus CA","sedentary","taxonomy","356918",NA,"MM","Smithsonian tiol Museum of tural History","11-Apr-39",NA,"","Mexico","Veracruz-Llave","","","",19.26016,-96.5783,11,6.765,5.43,17.235,NA,NA,NA,"Adult","Female",NA,"Tyrannus_savana_monachus_CA"
"1944",1981,"Tyrannus_savana","monachus CA","sedentary","taxonomy","359886",NA,"MM","Smithsonian tiol Museum of tural History","08-Feb-40",NA,"","Mexico","Veracruz-Llave","","","",19.26016,-96.5783,11.465,7.295,5.41,18.51,32.345,99.9,190.472,"Adult","Female",32.3773773773774,"Tyrannus_savana_monachus_CA"
"1945",1982,"Tyrannus_tyrannus","","migratory","taxonomy","368967",NA,"Nacho","American Museum of tural History","1905",3,"25","United States of America","Florida","Brerard Co. (N)","","",28.26393,-80.7214,13.4,7.8,6.4,18.35,39.5,118,80,"Adult","Male",33.4745762711864,"Tyrannus_tyrannus"
"1946",1983,"Tyrannus_niveigularis","","partial","taxonomy","373284",34.5,"MM","The Field Museum","1967",6,"11","Ecuador","Pichincha","","Santo Domingo","671m",-0.23902,-79.1777,15.35,8.655,6.585,19.62,27.615,108.11,78.62,"Adult","Male",25.5434279900102,"Tyrannus_niveigularis"
"1947",1984,"Tyrannus_melancholicus","satrapa","partial","taxonomy","373285",48.2,"MM","The Field Museum","1970",7,"12","Nicaragua","","","Lake Nicaragua, Ometepe Island, Valque","76m",11.50714,-85.5778,18.335,10.135,7.16,18.44,NA,NA,NA,"Adult","Male",NA,"Tyrannus_melancholicus_satrapa"
"1948",1985,"Tyrannus_melancholicus","satrapa","partial","taxonomy","373286",47.3,"MM","The Field Museum","1970",7,"12","Nicaragua","","","Lake Nicaragua, Ometepe Island, Hacienda la Palmera, near plantation house on electric","152m",11.54369,-85.3801,18.355,10.905,7.52,19.525,NA,NA,NA,"Adult","Female",NA,"Tyrannus_melancholicus_satrapa"
"1950",1987,"Tyrannus_savana","monachus SA","sedentary","taxonomy","373308",27,"MM","The Field Museum","1969",7,"23","Guyana","","","Lower Savannas, Warama Ranch","",6.28333,-57.5333,11.005,6.61,5.22,16.505,31.675,97.625,NA,"Adult","Female",32.4455825864277,"Tyrannus_savana_monachus_SA"
"1957",1994,"Tyrannus_dominicensis","dominicensis","migratory","taxonomy","373329",NA,"MM","The Field Museum","1900",6,"29","United States of America","Florida","Monroe","Key Largo","",25.1546,-80.380882,21.12,11.41,8.655,19.145,NA,NA,NA,"Adult","Female",NA,"Tyrannus_dominicensis_dominicensis"
"1958",1995,"Tyrannus_dominicensis","dominicensis","migratory","taxonomy","373330",45.5,"MM","The Field Museum","1959",6,"23","United States of America","Florida","Monroe","East Bahia, Honda Key","",24.662618,-81.264496,21.175,10.885,8.89,19.125,33.81,113.465,83.69,"Adult","Female",29.7977349843564,"Tyrannus_dominicensis_dominicensis"
"1959",1996,"Tyrannus_dominicensis","dominicensis","migratory","taxonomy","373331",51.49,"MM","The Field Museum","1964",5,"16","United States of America","Florida","Monroe","Horseshoe Key","",27.592892,-82.575302,22.81,11.46,8.46,18.925,35.725,118.115,NA,"Adult","Male",30.2459467468145,"Tyrannus_dominicensis_dominicensis"
"1960",1997,"Tyrannus_dominicensis","dominicensis","migratory","taxonomy","373332",NA,"MM","The Field Museum","1930",5,"2","Cuba","Oriente","","Jobabo","",20.90658,-77.2811,19.285,10.35,7.915,18.225,34.46,113.98,85.66,"Adult","Male",30.2333742761888,"Tyrannus_dominicensis_dominicensis"
"1961",1998,"Tyrannus_dominicensis","dominicensis","migratory","taxonomy","373333",NA,"MM","The Field Museum","1930",5,"4","Cuba","Oriente","","Jobabo","",20.90658,-77.2811,21.28,10.97,8.69,19.185,34.16,115.55,88.95,"Adult","Male",29.5629597576807,"Tyrannus_dominicensis_dominicensis"
